"Card Name","Card Description","Labels","Members","Due Date","List Name"
"🔄 UPD #3: Shop","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #3
URL: https://www.sesoris.com/shop
Nama: Shop
Issues: Perlu category descriptions, filter optimization

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/shop
Halaman: Shop
Known Issues: Perlu category descriptions, filter optimization
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-04-02","Inbox"
"🔄 UPD #4: Category: Home Living","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #4
URL: https://www.sesoris.com/category/home-living
Nama: Category: Home Living
Issues: Thin content, perlu deskripsi panjang

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/category/home-living
Halaman: Category: Home Living
Known Issues: Thin content, perlu deskripsi panjang
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-04-07","Inbox"
"🔄 UPD #5: Category: Kitchen Dining","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #5
URL: https://www.sesoris.com/category/kitchen-dining
Nama: Category: Kitchen Dining
Issues: Thin content, perlu deskripsi panjang

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/category/kitchen-dining
Halaman: Category: Kitchen Dining
Known Issues: Thin content, perlu deskripsi panjang
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-04-13","Inbox"
"🔄 UPD #6: Category: Tools Gadgets","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #6
URL: https://www.sesoris.com/category/tools-gadgets
Nama: Category: Tools Gadgets
Issues: Thin content, perlu deskripsi panjang

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/category/tools-gadgets
Halaman: Category: Tools Gadgets
Known Issues: Thin content, perlu deskripsi panjang
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-04-17","Inbox"
"🔄 UPD #7: Category: Bags Pouches","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #7
URL: https://www.sesoris.com/category/bags-pouches
Nama: Category: Bags Pouches
Issues: Thin content, perlu deskripsi panjang

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/category/bags-pouches
Halaman: Category: Bags Pouches
Known Issues: Thin content, perlu deskripsi panjang
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-04-22","Inbox"
"🔄 UPD #8: Category: Office Desk","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #8
URL: https://www.sesoris.com/category/office-desk
Nama: Category: Office Desk
Issues: Thin content, perlu deskripsi panjang

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/category/office-desk
Halaman: Category: Office Desk
Known Issues: Thin content, perlu deskripsi panjang
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-04-27","Inbox"
"🔄 UPD #9: Category: Outdoor Travel","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #9
URL: https://www.sesoris.com/category/outdoor-travel
Nama: Category: Outdoor Travel
Issues: Thin content, perlu deskripsi panjang

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/category/outdoor-travel
Halaman: Category: Outdoor Travel
Known Issues: Thin content, perlu deskripsi panjang
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-05-02","Inbox"
"🔄 UPD #10: Blog Index","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #10
URL: https://www.sesoris.com/blog
Nama: Blog Index
Issues: Perlu categorization, search, pagination

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/blog
Halaman: Blog Index
Known Issues: Perlu categorization, search, pagination
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-05-07","Inbox"
"🔄 UPD #11: FAQ Page","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #11
URL: https://www.sesoris.com/faq
Nama: FAQ Page
Issues: Perlu FAQPage schema markup

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/faq
Halaman: FAQ Page
Known Issues: Perlu FAQPage schema markup
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-05-12","Inbox"
"🔄 UPD #12: Contact Page","⏱️ DURASI: 1.5-2 jam

📌 UPGRADE EXISTING CONTENT #12
URL: https://www.sesoris.com/contact
Nama: Contact Page
Issues: Perlu LocalBusiness schema

📝 AI PROMPT:

```
Kamu adalah On-Page SEO Specialist. Optimasi halaman existing untuk Sesoris.

URL: https://www.sesoris.com/contact
Halaman: Contact Page
Known Issues: Perlu LocalBusiness schema
Tech Stack: Next.js 16, React 19

⚠️ PENTING: Buka URL tersebut dan analisis sebelum memberikan rekomendasi!

STEP 1 - ANALISIS:
• Cek current title, meta, H1
• Cek struktur heading
• Cek word count
• Cek internal/external links
• Cek images dan alt text

STEP 2 - OPTIMASI:
1. New Title Tag (50-60 char, keyword-optimized)
2. New Meta Description (150-160 char, dengan CTA)
3. H1 Recommendation
4. Content expansion (tambah 500-1000 kata)
5. Internal linking opportunities
6. Alt text untuk semua gambar
7. Schema markup suggestions

Client: Sesoris - ""Hidup Lebih Teratur""
Produk: Home Organizer, Kitchen Storage, Bags & Pouches, Tools & Gadgets, Office Desk Organizer, Outdoor Travel Gear
```

✅ CHECKLIST
☐ Audit current state
☐ Optimize title tag
☐ Optimize meta description
☐ Fix H1 structure
☐ Expand content
☐ Add/fix alt text
☐ Improve internal linking
☐ Add schema markup
☐ Deploy & verify
☐ Submit ke GSC
","Onpage","","2026-05-18","Inbox"
"📝 NEW #1: 🎯 kitchen set minimalis dapur kecil murah","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: 🔥 HIGH
📈 SCORE: 1088

📌 INFORMASI DASAR
Keyword Utama     : kitchen set minimalis dapur kecil murah
Search Volume     : 880/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/kitchen-set-minimalis-dapur-kecil-murah
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Transactional
Fokus: harga, proses order, CTA kuat

🔑 KEYWORD STRATEGY
PRIMARY: ""kitchen set minimalis dapur kecil murah""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""kitchen set minimalis dapur kecil murah""
SEARCH VOLUME: 880/bulan
URL TARGET: https://www.sesoris.com/blog/kitchen-set-minimalis-dapur-kecil-murah

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-03-09","Inbox"
"📝 NEW #2: 🎯 harga kitchen set minimalis dapur kecil","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: 🔥 HIGH
📈 SCORE: 1072

📌 INFORMASI DASAR
Keyword Utama     : harga kitchen set minimalis dapur kecil
Search Volume     : 720/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/harga-kitchen-set-minimalis-dapur-kecil
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Transactional
Fokus: harga, proses order, CTA kuat

🔑 KEYWORD STRATEGY
PRIMARY: ""harga kitchen set minimalis dapur kecil""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""harga kitchen set minimalis dapur kecil""
SEARCH VOLUME: 720/bulan
URL TARGET: https://www.sesoris.com/blog/harga-kitchen-set-minimalis-dapur-kecil

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-03-10","Inbox"
"📝 NEW #3: 🎯 wadah makanan untuk jualan","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: 🔥 HIGH
📈 SCORE: 1048

📌 INFORMASI DASAR
Keyword Utama     : wadah makanan untuk jualan
Search Volume     : 480/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/wadah-makanan-untuk-jualan
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Transactional
Fokus: harga, proses order, CTA kuat

🔑 KEYWORD STRATEGY
PRIMARY: ""wadah makanan untuk jualan""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""wadah makanan untuk jualan""
SEARCH VOLUME: 480/bulan
URL TARGET: https://www.sesoris.com/blog/wadah-makanan-untuk-jualan

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-03-11","Inbox"
